prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,32,8,2048,56.2243
16,32,8,4096,85.0547
16,32,8,8192,142.624
16,32,8,16384,254.622
16,32,16,16,18.7517
16,32,16,32,20.928
16,32,16,64,23.477
16,32,16,128,30.7093
16,32,16,256,35.487
16,32,16,512,42.56
16,32,16,1024,58.496
16,32,16,2048,89.13
16,32,16,4096,148.169
16,32,16,8192,263.091
16,32,16,16384,493.959
16,32,32,16,19.2537
16,32,32,32,22.069
16,32,32,64,24.9067
16,32,32,128,36.8963
16,32,32,256,44.458
16,32,32,512,60.053
16,32,32,1024,89.6107
16,32,32,2048,149.695
16,32,32,4096,264.68
16,32,32,8192,494.716
16,32,32,16384,950.446
16,32,64,16,22.048
16,32,64,32,26.6023
16,32,64,64,31.3067
16,32,64,128,41.0977
16,32,64,256,57.8873
16,32,64,512,86.7933
16,32,64,1024,147.839
16,32,64,2048,266.388
16,32,64,4096,492.689
16,32,64,8192,947.939
16,32,64,16384,1858.14
16,32,128,16,28.8743
16,32,128,32,37.3227
16,32,128,64,46.7197
16,32,128,128,62.5703
16,32,128,256,93.0233
16,32,128,512,151.412
16,32,128,1024,268.073
16,32,128,2048,501.873
16,32,128,4096,963.011
16,32,128,8192,1891.54
16,32,128,16384,3752.17
16,64,0,0,14.5283
16,64,1,16,20.7467
16,64,1,32,22.6767
16,64,1,64,24.9597
16,64,1,128,30.9227
16,64,1,256,31.1683
16,64,1,512,31.0507
16,64,1,1024,31.5733
16,64,1,2048,32.6827
16,64,1,4096,34.8797
16,64,1,8192,45.4183
16,64,1,16384,61.7807
16,64,2,16,20.4797
16,64,2,32,22.4637
16,64,2,64,24.7357
16,64,2,128,31.189
16,64,2,256,31.0717
16,64,2,512,31.434
16,64,2,1024,32.629
16,64,2,2048,34.549
16,64,2,4096,42.9333
16,64,2,8192,60.1807
16,64,2,16384,88.714
16,64,4,16,20.544
16,64,4,32,22.5063
16,64,4,64,24.9493
16,64,4,128,31.0077
16,64,4,256,31.4453
16,64,4,512,32.3093
16,64,4,1024,34.624
16,64,4,2048,42.474
16,64,4,4096,59.445
16,64,4,8192,88.1707
16,64,4,16384,144.842
16,64,8,16,20.6717
16,64,8,32,22.784
16,64,8,64,25.1083
16,64,8,128,31.7973
16,64,8,256,32.5227
16,64,8,512,37.653
16,64,8,1024,42.9333
16,64,8,2048,58.9853
16,64,8,4096,87.018
16,64,8,8192,145.375
16,64,8,16384,255.55
16,64,16,16,20.9597
16,64,16,32,23.296
16,64,16,64,25.7493
16,64,16,128,33.1417
16,64,16,256,38.016
16,64,16,512,45.237
16,64,16,1024,60.8953
16,64,16,2048,91.5297
16,64,16,4096,149.727
16,64,16,8192,261.854
16,64,16,16384,498.908
16,64,32,16,21.4923
16,64,32,32,24.3937
16,64,32,64,27.1037
16,64,32,128,39.0933
16,64,32,256,46.7193
16,64,32,512,62.2933
16,64,32,1024,94.005
16,64,32,2048,151.007
16,64,32,4096,267.305
16,64,32,8192,496.135
16,64,32,16384,960.729
16,64,64,16,24.213
16,64,64,32,28.8317
16,64,64,64,33.4503
16,64,64,128,43.1353
16,64,64,256,59.754
16,64,64,512,89.0763
16,64,64,1024,150.207
16,64,64,2048,264.201
16,64,64,4096,496.605
16,64,64,8192,949.167
16,64,64,16384,1860.91
16,64,128,16,31.2107
16,64,128,32,39.594
16,64,128,64,48.7787
16,64,128,128,64.8097
16,64,128,256,94.7623
16,64,128,512,154.655
16,64,128,1024,269.864
16,64,128,2048,504.082
16,64,128,4096,970.702
16,64,128,8192,1894.16
16,64,128,16384,3746.37
16,128,0,0,20.832
16,128,1,16,27.3803
16,128,1,32,29.3547
16,128,1,64,31.6797
16,128,1,128,37.5787
16,128,1,256,37.696
16,128,1,512,37.8447
16,128,1,1024,38.1223
16,128,1,2048,39.3917
16,128,1,4096,41.4287
16,128,1,8192,51.9573
16,128,1,16384,68.1697
16,128,2,16,27.1783
16,128,2,32,29.1413
16,128,2,64,31.412
16,128,2,128,37.5463
16,128,2,256,37.6013
16,128,2,512,37.7497
16,128,2,1024,39.1247
16,128,2,2048,40.906
16,128,2,4096,49.8557
16,128,2,8192,66.1007
16,128,2,16384,95.999
16,128,4,16,27.125
16,128,4,32,29.152
16,128,4,64,31.7547
16,128,4,128,37.803
16,128,4,256,37.6637
16,128,4,512,38.9643
16,128,4,1024,40.832
16,128,4,2048,49.4813
16,128,4,4096,65.834
16,128,4,8192,94.6123
16,128,4,16384,153.834
16,128,8,16,27.594
16,128,8,32,29.632
16,128,8,64,31.925
16,128,8,128,38.2183
16,128,8,256,39.156
16,128,8,512,44.202
16,128,8,1024,50.0057
16,128,8,2048,65.408
16,128,8,4096,93.9717
16,128,8,8192,151.967
16,128,8,16384,261.128
16,128,16,16,27.5947
16,128,16,32,29.876
16,128,16,64,32.4907
16,128,16,128,39.5093
16,128,16,256,44.746
16,128,16,512,51.4883
16,128,16,1024,67.2
16,128,16,2048,97.8553
16,128,16,4096,154.399
16,128,16,8192,271.795
16,128,16,16384,502.407
16,128,32,16,28.1063
16,128,32,32,30.9227
16,128,32,64,33.6313
16,128,32,128,45.5343
16,128,32,256,53.3017
16,128,32,512,68.6177
16,128,32,1024,98.2503
16,128,32,2048,157.076
16,128,32,4096,272.638
16,128,32,8192,503.111
16,128,32,16384,956.867
16,128,64,16,30.8157
16,128,64,32,35.403
16,128,64,64,40.4583
16,128,64,128,50.4527
16,128,64,256,66.709
16,128,64,512,96.4893
16,128,64,1024,155.188
16,128,64,2048,271.689
16,128,64,4096,503.378
16,128,64,8192,960.665
16,128,64,16384,1862.65
16,128,128,16,37.856
16,128,128,32,46.1757
16,128,128,64,55.5093
16,128,128,128,72.0313
16,128,128,256,102.154
16,128,128,512,161.129
16,128,128,1024,276.638
16,128,128,2048,509.958
16,128,128,4096,973.39
16,128,128,8192,1905.73
16,128,128,16384,3737.33
16,256,0,0,20.9277
16,256,1,16,27.5513
16,256,1,32,29.3867
16,256,1,64,31.7117
16,256,1,128,37.717
16,256,1,256,37.845
16,256,1,512,37.9403
16,256,1,1024,38.325
16,256,1,2048,39.6053
16,256,1,4096,41.7277
16,256,1,8192,52.0637
16,256,1,16384,67.861
16,256,2,16,27.2
16,256,2,32,29.152
16,256,2,64,31.5087
16,256,2,128,37.5993
16,256,2,256,37.8877
16,256,2,512,37.781
16,256,2,1024,39.1997
16,256,2,2048,40.9707
16,256,2,4096,50.08
16,256,2,8192,66.2933
16,256,2,16384,95.2843
16,256,4,16,27.2633
16,256,4,32,29.4073
16,256,4,64,31.6693
16,256,4,128,37.76
16,256,4,256,38.0257
16,256,4,512,38.987
16,256,4,1024,40.714
16,256,4,2048,49.2793
16,256,4,4096,66.0057
16,256,4,8192,95.6577
16,256,4,16384,151.647
16,256,8,16,27.7117
16,256,8,32,29.6843
16,256,8,64,32.139
16,256,8,128,38.346
16,256,8,256,39.1777
16,256,8,512,44.0743
16,256,8,1024,49.6747
16,256,8,2048,65.887
16,256,8,4096,94.1543
16,256,8,8192,153.418
16,256,8,16384,261.822
16,256,16,16,27.872
16,256,16,32,30.069
16,256,16,64,32.8203
16,256,16,128,39.679
16,256,16,256,44.6287
16,256,16,512,52.1377
16,256,16,1024,67.4027
16,256,16,2048,97.2697
16,256,16,4096,158.1
16,256,16,8192,272.062
16,256,16,16384,504.657
16,256,32,16,28.1707
16,256,32,32,30.997
16,256,32,64,33.7803
16,256,32,128,45.2903
16,256,32,256,53.258
16,256,32,512,69.333
16,256,32,1024,99.0927
16,256,32,2048,157.78
16,256,32,4096,271.636
16,256,32,8192,502.44
16,256,32,16384,957.176
16,256,64,16,30.901
16,256,64,32,35.5733
16,256,64,64,40.5123
16,256,64,128,50.3777
16,256,64,256,66.7513
16,256,64,512,96.0197
16,256,64,1024,156.447
16,256,64,2048,273.993
16,256,64,4096,504.092
16,256,64,8192,959.321
16,256,64,16384,1860.44
16,256,128,16,37.8773
16,256,128,32,46.5493
16,256,128,64,55.626
16,256,128,128,71.733
16,256,128,256,102.122
16,256,128,512,161.354
16,256,128,1024,274.441
16,256,128,2048,509.479
16,256,128,4096,969.7
16,256,128,8192,1899.23
16,256,128,16384,3725.57
16,512,0,0,21.1407
16,512,1,16,27.744
16,512,1,32,29.568
16,512,1,64,31.9783
16,512,1,128,37.9197
16,512,1,256,38.09
16,512,1,512,38.166
16,512,1,1024,38.496
16,512,1,2048,39.6583
16,512,1,4096,41.7707
16,512,1,8192,52.3633
16,512,1,16384,68.6717
16,512,2,16,27.488
16,512,2,32,29.344
16,512,2,64,31.8287
16,512,2,128,37.8453
16,512,2,256,37.962
16,512,2,512,38.1003
16,512,2,1024,39.4347
16,512,2,2048,41.0453
16,512,2,4096,50.912
16,512,2,8192,66.624
16,512,2,16384,95.659
16,512,4,16,27.6053
16,512,4,32,29.6747
16,512,4,64,32.011
16,512,4,128,38.145
16,512,4,256,38.272
16,512,4,512,39.157
16,512,4,1024,41.2163
16,512,4,2048,49.8353
16,512,4,4096,66.2287
16,512,4,8192,95.2
16,512,4,16384,153.055
16,512,8,16,27.7863
16,512,8,32,29.888
16,512,8,64,32.2133
16,512,8,128,38.474
16,512,8,256,39.306
16,512,8,512,44.223
16,512,8,1024,50.496
16,512,8,2048,66.5377
16,512,8,4096,94.238
16,512,8,8192,152.319
16,512,8,16384,264.264
16,512,16,16,27.915
16,512,16,32,30.293
16,512,16,64,32.9053
16,512,16,128,39.7123
16,512,16,256,44.608
16,512,16,512,51.6893
16,512,16,1024,67.744
16,512,16,2048,97.514
16,512,16,4096,155.657
16,512,16,8192,274.91
16,512,16,16384,501.052
16,512,32,16,28.4687
16,512,32,32,31.0073
16,512,32,64,34.0693
16,512,32,128,45.674
16,512,32,256,53.5893
16,512,32,512,70.0373
16,512,32,1024,98.325
16,512,32,2048,157.547
16,512,32,4096,273.833
16,512,32,8192,503.228
16,512,32,16384,956.794
16,512,64,16,31.3057
16,512,64,32,36.096
16,512,64,64,41.173
16,512,64,128,50.7837
16,512,64,256,67.103
16,512,64,512,97.386
16,512,64,1024,155.519
16,512,64,2048,272.189
16,512,64,4096,500.178
16,512,64,8192,956.41
16,512,64,16384,1868.86
16,512,128,16,38.2083
16,512,128,32,46.762
16,512,128,64,56.2237
16,512,128,128,72.384
16,512,128,256,102.506
16,512,128,512,161.908
16,512,128,1024,277.652
16,512,128,2048,512.551
16,512,128,4096,973.934
16,512,128,8192,1893.15
16,512,128,16384,3741.84
16,1024,0,0,21.685
16,1024,1,16,28.2123
16,1024,1,32,30.1547
16,1024,1,64,32.5437
16,1024,1,128,38.4107
16,1024,1,256,38.677
16,1024,1,512,38.432
16,1024,1,1024,39.103
16,1024,1,2048,40.1063
16,1024,1,4096,42.3467
16,1024,1,8192,52.9587
16,1024,1,16384,70.0797
16,1024,2,16,28.1277
16,1024,2,32,29.9413
16,1024,2,64,32.2027
16,1024,2,128,38.5487
16,1024,2,256,38.624
16,1024,2,512,38.667
16,1024,2,1024,40.192
16,1024,2,2048,41.792
16,1024,2,4096,51.6263
16,1024,2,8192,68.1277
16,1024,2,16384,96.543
16,1024,4,16,28.2233
16,1024,4,32,30.1547
16,1024,4,64,32.4903
16,1024,4,128,38.7083
16,1024,4,256,38.8157
16,1024,4,512,39.6467
16,1024,4,1024,41.536
16,1024,4,2048,50.8587
16,1024,4,4096,67.1247
16,1024,4,8192,97.843
16,1024,4,16384,153.14
16,1024,8,16,28.3203
16,1024,8,32,30.368
16,1024,8,64,32.7357
16,1024,8,128,38.9333
16,1024,8,256,39.8287
16,1024,8,512,44.885
16,1024,8,1024,51.1357
16,1024,8,2048,67.147
16,1024,8,4096,96.3507
16,1024,8,8192,152.596
16,1024,8,16384,263.134
16,1024,16,16,28.6397
16,1024,16,32,30.8907
16,1024,16,64,33.428
16,1024,16,128,40.2343
16,1024,16,256,45.568
16,1024,16,512,52.6397
16,1024,16,1024,69.0023
16,1024,16,2048,98.9093
16,1024,16,4096,157.481
16,1024,16,8192,275.465
16,1024,16,16384,503.335
16,1024,32,16,28.8423
16,1024,32,32,31.6263
16,1024,32,64,34.3997
16,1024,32,128,46.5383
16,1024,32,256,54.6447
16,1024,32,512,70.0693
16,1024,32,1024,100.203
16,1024,32,2048,161.716
16,1024,32,4096,275.081
16,1024,32,8192,504.86
16,1024,32,16384,952.932
16,1024,64,16,31.6047
16,1024,64,32,36.5333
16,1024,64,64,41.9837
16,1024,64,128,52.32
16,1024,64,256,67.5613
16,1024,64,512,97.7173
16,1024,64,1024,156.533
16,1024,64,2048,275.603
16,1024,64,4096,506.205
16,1024,64,8192,953.678
16,1024,64,16384,1868.91
16,1024,128,16,38.645
16,1024,128,32,47.712
16,1024,128,64,56.959
16,1024,128,128,73.1613
16,1024,128,256,103.007
16,1024,128,512,162.068
16,1024,128,1024,280.073
16,1024,128,2048,511.004
16,1024,128,4096,970.34
16,1024,128,8192,1899.21
16,1024,128,16384,3730.36
16,2048,0,0,22.7727
16,2048,1,16,29.4287
16,2048,1,32,31.3593
16,2048,1,64,33.6423
16,2048,1,128,39.669
16,2048,1,256,39.7
16,2048,1,512,39.9147
16,2048,1,1024,40.2023
16,2048,1,2048,41.1943
16,2048,1,4096,43.4027
16,2048,1,8192,55.019
16,2048,1,16384,70.9437
16,2048,2,16,29.141
16,2048,2,32,31.2213
16,2048,2,64,33.429
16,2048,2,128,39.6263
16,2048,2,256,39.8713
16,2048,2,512,39.7537
16,2048,2,1024,40.9813
16,2048,2,2048,43.264
16,2048,2,4096,52.9383
16,2048,2,8192,69.6527
16,2048,2,16384,99.21
16,2048,4,16,29.28
16,2048,4,32,31.1993
16,2048,4,64,33.5787
16,2048,4,128,39.6793
16,2048,4,256,39.882
16,2048,4,512,40.8633
16,2048,4,1024,42.836
16,2048,4,2048,52.5227
16,2048,4,4096,68.6613
16,2048,4,8192,97.9193
16,2048,4,16384,155.039
16,2048,8,16,29.3653
16,2048,8,32,31.392
16,2048,8,64,33.7807
16,2048,8,128,40.1917
16,2048,8,256,40.8737
16,2048,8,512,46.08
16,2048,8,1024,52.5863
16,2048,8,2048,68.9697
16,2048,8,4096,98.3453
16,2048,8,8192,155.359
16,2048,8,16384,264.714
16,2048,16,16,29.5467
16,2048,16,32,31.8393
16,2048,16,64,34.3247
16,2048,16,128,41.269
16,2048,16,256,46.2507
16,2048,16,512,54.5277
16,2048,16,1024,70.474
16,2048,16,2048,99.775
16,2048,16,4096,158.985
16,2048,16,8192,277.214
16,2048,16,16384,506.491
16,2048,32,16,29.92
16,2048,32,32,32.5337
16,2048,32,64,35.456
16,2048,32,128,47.808
16,2048,32,256,56.1707
16,2048,32,512,71.5627
16,2048,32,1024,101.002
16,2048,32,2048,162.367
16,2048,32,4096,274.931
16,2048,32,8192,508.583
16,2048,32,16384,959.556
16,2048,64,16,33.088
16,2048,64,32,38.0267
16,2048,64,64,43.1677
16,2048,64,128,53.1833
16,2048,64,256,69.237
16,2048,64,512,98.026
16,2048,64,1024,156.372
16,2048,64,2048,274.302
16,2048,64,4096,501.917
16,2048,64,8192,955.545
16,2048,64,16384,1858.86
16,2048,128,16,40.0533
16,2048,128,32,49.2473
16,2048,128,64,58.762
16,2048,128,128,74.5163
16,2048,128,256,105.248
16,2048,128,512,164.713
16,2048,128,1024,280.147
16,2048,128,2048,510.589
16,2048,128,4096,975.214
16,2048,128,8192,1897.82
16,2048,128,16384,3737.1
16,4096,0,0,25.3653
16,4096,1,16,31.8393
16,4096,1,32,33.8773
16,4096,1,64,36.234
16,4096,1,128,42.2297
16,4096,1,256,42.378
16,4096,1,512,42.4957
16,4096,1,1024,42.954
16,4096,1,2048,44.1383
16,4096,1,4096,46.0157
16,4096,1,8192,58.2933
16,4096,1,16384,74.975
16,4096,2,16,31.8077
16,4096,2,32,33.6207
16,4096,2,64,35.9037
16,4096,2,128,42.347
16,4096,2,256,42.325
16,4096,2,512,42.3677
16,4096,2,1024,43.6593
16,4096,2,2048,45.8023
16,4096,2,4096,56.5653
16,4096,2,8192,73.29
16,4096,2,16384,102.291
16,4096,4,16,32.064
16,4096,4,32,33.9517
16,4096,4,64,36.3307
16,4096,4,128,42.5813
16,4096,4,256,42.6667
16,4096,4,512,43.4353
16,4096,4,1024,45.7383
16,4096,4,2048,55.669
16,4096,4,4096,72.6073
16,4096,4,8192,101.78
16,4096,4,16384,158.633
16,4096,8,16,32.021
16,4096,8,32,34.176
16,4096,8,64,36.7247
16,4096,8,128,42.9753
16,4096,8,256,43.818
16,4096,8,512,48.8207
16,4096,8,1024,56.1387
16,4096,8,2048,72.5973
16,4096,8,4096,101.738
16,4096,8,8192,160.19
16,4096,8,16384,270.876
16,4096,16,16,32.683
16,4096,16,32,34.6133
16,4096,16,64,37.3757
16,4096,16,128,44.491
16,4096,16,256,49.546
16,4096,16,512,57.813
16,4096,16,1024,74.197
16,4096,16,2048,104.703
16,4096,16,4096,162.228
16,4096,16,8192,281.438
16,4096,16,16384,510.344
16,4096,32,16,32.896
16,4096,32,32,35.8293
16,4096,32,64,39.275
16,4096,32,128,50.6883
16,4096,32,256,58.368
16,4096,32,512,75.1033
16,4096,32,1024,104.799
16,4096,32,2048,166.878
16,4096,32,4096,277.822
16,4096,32,8192,512.252
16,4096,32,16384,963.374
16,4096,64,16,36.256
16,4096,64,32,41.002
16,4096,64,64,45.8133
16,4096,64,128,55.8713
16,4096,64,256,71.6473
16,4096,64,512,102.484
16,4096,64,1024,159.893
16,4096,64,2048,278.27
16,4096,64,4096,505.543
16,4096,64,8192,962.873
16,4096,64,16384,1867.84
16,4096,128,16,42.4317
16,4096,128,32,51.4983
16,4096,128,64,61.7707
16,4096,128,128,77.5237
16,4096,128,256,108.426
16,4096,128,512,167.348
16,4096,128,1024,282.643
16,4096,128,2048,516.434
16,4096,128,4096,977.817
16,4096,128,8192,1900.16
16,4096,128,16384,3748.87
16,8192,0,0,35.1573
16,8192,1,16,42.1857
16,8192,1,32,43.946
16,8192,1,64,46.4637
16,8192,1,128,52.1263
16,8192,1,256,52.693
16,8192,1,512,52.3947
16,8192,1,1024,53.2907
16,8192,1,2048,54.0167
16,8192,1,4096,56.714
16,8192,1,8192,68.1917
16,8192,1,16384,86.9333
16,8192,2,16,41.7387
16,8192,2,32,43.9143
16,8192,2,64,46.3247
16,8192,2,128,52.4473
16,8192,2,256,52.3307
16,8192,2,512,52.8417
16,8192,2,1024,53.8233
16,8192,2,2048,56.0423
16,8192,2,4096,66.7833
16,8192,2,8192,85.6957
16,8192,2,16384,114.922
16,8192,4,16,42.2183
16,8192,4,32,44.586
16,8192,4,64,47.0077
16,8192,4,128,52.7473
16,8192,4,256,52.7997
16,8192,4,512,54.153
16,8192,4,1024,56.267
16,8192,4,2048,66.442
16,8192,4,4096,85.1293
16,8192,4,8192,113.674
16,8192,4,16384,169.471
16,8192,8,16,42.1863
16,8192,8,32,44.693
16,8192,8,64,47.0183
16,8192,8,128,53.0553
16,8192,8,256,53.8883
16,8192,8,512,58.879
16,8192,8,1024,66.431
16,8192,8,2048,83.9247
16,8192,8,4096,112.053
16,8192,8,8192,169.919
16,8192,8,16384,280.798
16,8192,16,16,42.7947
16,8192,16,32,45.3117
16,8192,16,64,47.957
16,8192,16,128,54.6977
16,8192,16,256,59.8507
16,8192,16,512,68.619
16,8192,16,1024,86.443
16,8192,16,2048,115.412
16,8192,16,4096,174.419
16,8192,16,8192,289.236
16,8192,16,16384,518.407
16,8192,32,16,44.458
16,8192,32,32,47.3587
16,8192,32,64,50.3247
