prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,256,8,64,9.39108967164179
32,256,8,128,11.943686686567164
32,256,8,256,13.621339701492536
32,256,8,512,16.950788776119403
32,256,8,1024,22.94388537313433
32,256,8,2048,34.76145671641791
32,256,8,4096,57.589798208955216
32,256,8,8192,103.35139343283583
32,256,8,16384,196.89880835820895
32,256,16,16,8.875414925373134
32,256,16,32,9.84463952238806
32,256,16,64,10.844074029850745
32,256,16,128,12.902199402985074
32,256,16,256,16.212451343283583
32,256,16,512,22.053836417910446
32,256,16,1024,33.97832597014925
32,256,16,2048,57.41427582089552
32,256,16,4096,102.92131343283583
32,256,16,8192,195.6745647761194
32,256,16,16384,377.23071044776117
32,256,32,16,10.178553313432836
32,256,32,32,12.350296835820895
32,256,32,64,14.205418029850748
32,256,32,128,17.76587462686567
32,256,32,256,23.78478805970149
32,256,32,512,35.523123582089546
32,256,32,1024,59.077024477611936
32,256,32,2048,105.52546388059702
32,256,32,4096,199.07909731343284
32,256,32,8192,385.4772537313433
32,256,32,16384,761.0309731343283
32,256,64,16,12.870244298507462
32,256,64,32,16.68531868656716
32,256,64,64,20.14535641791045
32,256,64,128,26.286032238805966
32,256,64,256,38.23619820895522
32,256,64,512,61.57385552238805
32,256,64,1024,108.94885253731344
32,256,64,2048,204.12150447761195
32,256,64,4096,394.43391044776115
32,256,64,8192,772.3326089552239
32,256,64,16384,1529.1109253731343
32,256,128,16,17.43414734328358
32,256,128,32,23.44678208955224
32,256,128,64,29.67090626865672
32,256,128,128,41.74122985074627
32,256,128,256,65.08931820895522
32,256,128,512,111.52291343283582
32,256,128,1024,203.17468656716417
32,256,128,2048,389.43703880597013
32,256,128,4096,766.230447761194
32,256,128,8192,1513.2035820895521
32,256,128,16384,3014.210865671642
32,512,0,0,7.238804059701493
32,512,1,16,8.46459223880597
32,512,1,32,8.858424358208955
32,512,1,64,9.301282388059702
32,512,1,128,10.597881313432834
32,512,1,256,10.642875223880596
32,512,1,512,10.91683056716418
32,512,1,1024,11.505382208955224
32,512,1,2048,13.503529074626865
32,512,1,4096,17.31025862686567
32,512,1,8192,22.81770985074627
32,512,1,16384,34.314325970149255
32,512,2,16,8.445334925373134
32,512,2,32,8.888253134328357
32,512,2,64,9.382584358208955
32,512,2,128,10.681329671641791
32,512,2,256,10.856771820895522
32,512,2,512,11.918130626865672
32,512,2,1024,13.505735641791043
32,512,2,2048,17.194714746268655
32,512,2,4096,22.77899462686567
32,512,2,8192,34.348427462686566
32,512,2,16384,56.29093253731344
32,512,4,16,8.483989970149254
32,512,4,32,9.046664597014926
32,512,4,64,9.4894423880597
32,512,4,128,11.03859295522388
32,512,4,256,11.950366567164178
32,512,4,512,14.017117611940296
32,512,4,1024,17.27595653731343
32,512,4,2048,23.395429253731344
32,512,4,4096,35.208587462686566
32,512,4,8192,58.63189970149253
32,512,4,16384,103.99771701492537
32,512,8,16,8.661438089552238
32,512,8,32,9.292797134328357
32,512,8,64,9.92172895522388
32,512,8,128,12.313848358208956
32,512,8,256,14.053425671641792
32,512,8,512,17.464317134328358
32,512,8,1024,23.391016119402984
32,512,8,2048,35.19574925373134
32,512,8,4096,58.578340298507456
32,512,8,8192,104.48536835820894
32,512,8,16384,195.5594220895522
32,512,16,16,9.249588537313434
32,512,16,32,10.388056835820896
32,512,16,64,11.41744047761194
32,512,16,128,13.499376716417911
32,512,16,256,16.5954512238806
32,512,16,512,22.657232238805967
32,512,16,1024,34.579715820895515
32,512,16,2048,58.597597611940294
32,512,16,4096,104.34856119402986
32,512,16,8192,195.37748059701494
32,512,16,16384,377.91675223880594
32,512,32,16,10.683536238805969
32,512,32,32,12.897926686567166
32,512,32,64,14.759667582089552
32,512,32,128,18.210939223880597
32,512,32,256,24.38838447761194
32,512,32,512,36.10325014925373
32,512,32,1024,59.37210268656716
32,512,32,2048,106.4923414925373
32,512,32,4096,199.54347940298507
32,512,32,8192,387.1522388059701
32,512,32,16384,758.7662328358209
32,512,64,16,13.274647880597016
32,512,64,32,17.136742208955226
32,512,64,64,20.384869253731342
32,512,64,128,26.718318805970146
32,512,64,256,38.60008119402985
32,512,64,512,62.209346865671634
32,512,64,1024,109.1905719402985
32,512,64,2048,204.19572537313434
32,512,64,4096,393.6616119402985
32,512,64,8192,775.4859940298508
32,512,64,16384,1529.235295522388
32,512,128,16,17.894316895522387
32,512,128,32,23.878868059701492
32,512,128,64,30.092761791044772
32,512,128,128,42.27822805970149
32,512,128,256,65.15150328358209
32,512,128,512,111.67255880597016
32,512,128,1024,204.33012537313434
32,512,128,2048,390.1892776119403
32,512,128,4096,763.7390328358208
32,512,128,8192,1512.8565492537314
32,512,128,16384,3014.4315223880594
32,1024,0,0,7.967974208955224
32,1024,1,16,9.260501014925374
32,1024,1,32,9.722676537313433
32,1024,1,64,10.161442388059701
32,1024,1,128,11.34249743283582
32,1024,1,256,11.466727164179103
32,1024,1,512,11.590555701492537
32,1024,1,1024,12.138466388059701
32,1024,1,2048,14.306037492537314
32,1024,1,4096,18.08241671641791
32,1024,1,8192,23.714177910447763
32,1024,1,16384,35.544587462686565
32,1024,2,16,9.251995701492538
32,1024,2,32,9.731302208955222
32,1024,2,64,10.15502328358209
32,1024,2,128,11.492343402985075
32,1024,2,256,11.644195343283581
32,1024,2,512,12.647782208955224
32,1024,2,1024,14.310129671641791
32,1024,2,2048,18.099467462686565
32,1024,2,4096,23.883080597014924
32,1024,2,8192,35.52533014925373
32,1024,2,16384,57.893502089552236
32,1024,4,16,9.341863164179104
32,1024,4,32,9.80377791044776
32,1024,4,64,10.34753623880597
32,1024,4,128,11.736269373134329
32,1024,4,256,12.81447832835821
32,1024,4,512,14.770218985074626
32,1024,4,1024,18.07820417910448
32,1024,4,2048,24.31556776119403
32,1024,4,4096,36.07937910447762
32,1024,4,8192,59.53278089552239
32,1024,4,16384,105.07412059701493
32,1024,8,16,9.485290029850747
32,1024,8,32,10.080060179104478
32,1024,8,64,10.602093850746268
32,1024,8,128,13.028515343283582
32,1024,8,256,14.862293014925372
32,1024,8,512,18.334908179104477
32,1024,8,1024,24.227906865671642
32,1024,8,2048,36.02602029850746
32,1024,8,4096,59.95624119402985
32,1024,8,8192,105.73930029850747
32,1024,8,16384,197.13430925373135
32,1024,16,16,10.05438376119403
32,1024,16,32,11.019395820895522
32,1024,16,64,12.04224
32,1024,16,128,14.299498029850746
32,1024,16,256,17.37436943283582
32,1024,16,512,23.67987582089552
32,1024,16,1024,35.304874029850744
32,1024,16,2048,58.5462447761194
32,1024,16,4096,104.27775044776119
32,1024,16,8192,196.07475582089552
32,1024,16,16384,378.8595582089552
32,1024,32,16,11.42359880597015
32,1024,32,32,13.544250268656716
32,1024,32,64,15.523400597014923
32,1024,32,128,18.989777194029852
32,1024,32,256,24.908131343283582
32,1024,32,512,37.21355462686567
32,1024,32,1024,60.23005611940299
32,1024,32,2048,106.65723223880596
32,1024,32,4096,199.65862208955224
32,1024,32,8192,388.8914149253731
32,1024,32,16384,760.9266626865672
32,1024,64,16,14.006345552238805
32,1024,64,32,17.988336716417912
32,1024,64,64,21.309220298507462
32,1024,64,128,27.817991641791043
32,1024,64,256,39.52864477611941
32,1024,64,512,62.971013731343284
32,1024,64,1024,109.64412179104478
32,1024,64,2048,205.56780895522388
32,1024,64,4096,395.5953671641791
32,1024,64,8192,774.7237253731344
32,1024,64,16384,1526.491128358209
32,1024,128,16,18.837925253731342
32,1024,128,32,24.82488358208955
32,1024,128,64,30.976391641791043
32,1024,128,128,43.1297623880597
32,1024,128,256,66.51456
32,1024,128,512,112.80011462686566
32,1024,128,1024,205.10442985074627
32,1024,128,2048,391.1080119402985
32,1024,128,4096,764.8322865671641
32,1024,128,8192,1523.4520835820895
32,1024,128,16384,3015.294089552239
32,2048,0,0,13.411575402985074
32,2048,1,16,14.725485850746267
32,2048,1,32,15.074203701492536
32,2048,1,64,15.589798208955223
32,2048,1,128,16.79652967164179
32,2048,1,256,17.019192358208954
32,2048,1,512,17.23924728358209
32,2048,1,1024,17.750829850746268
32,2048,1,2048,20.07895880597015
32,2048,1,4096,23.296936119402986
32,2048,1,8192,29.04384
32,2048,1,16384,40.40806208955224
32,2048,2,16,14.49861062686567
32,2048,2,32,15.283827582089552
32,2048,2,64,15.776092656716418
32,2048,2,128,17.016905552238807
32,2048,2,256,17.26953743283582
32,2048,2,512,18.024845373134326
32,2048,2,1024,20.087383880597017
32,2048,2,2048,23.41468656716418
32,2048,2,4096,29.14474029850746
32,2048,2,8192,40.891500895522384
32,2048,2,16384,62.40833910447761
32,2048,4,16,15.061285253731343
32,2048,4,32,15.533972059701492
32,2048,4,64,16.133275701492536
32,2048,4,128,17.57336167164179
32,2048,4,256,18.504131820895523
32,2048,4,512,20.682154029850743
32,2048,4,1024,23.767536716417908
32,2048,4,2048,29.977017313432835
32,2048,4,4096,41.57854567164179
32,2048,4,8192,65.08089313432835
32,2048,4,16384,110.85973970149253
32,2048,8,16,15.144813850746267
32,2048,8,32,15.972798089552239
32,2048,8,64,16.246552835820896
32,2048,8,128,18.805629134328356
32,2048,8,256,20.716456119402984
32,2048,8,512,24.289690746268658
32,2048,8,1024,30.272496716417912
32,2048,8,2048,42.30811701492537
32,2048,8,4096,64.95231044776119
32,2048,8,8192,111.37707940298506
32,2048,8,16384,202.7955582089552
32,2048,16,16,15.957753313432836
32,2048,16,32,16.873478686567164
32,2048,16,64,17.962720477611942
32,2048,16,128,19.80067056716418
32,2048,16,256,22.920214925373134
32,2048,16,512,29.301005373134327
32,2048,16,1024,40.857399402985074
32,2048,16,2048,64.89674507462686
32,2048,16,4096,110.04210626865671
32,2048,16,8192,201.4134447761194
32,2048,16,16384,384.2716656716418
32,2048,32,16,17.342153552238806
32,2048,32,32,19.528981970149253
32,2048,32,64,21.25586149253731
32,2048,32,128,24.94464
32,2048,32,256,30.766567164179104
32,2048,32,512,42.79396298507463
32,2048,32,1024,66.34325014925372
32,2048,32,2048,112.45127641791044
32,2048,32,4096,207.1063880597015
32,2048,32,8192,393.26041791044776
32,2048,32,16384,765.6828179104477
32,2048,64,16,20.04259056716418
32,2048,64,32,23.92801432835821
32,2048,64,64,27.30666985074627
32,2048,64,128,33.796384477611944
32,2048,64,256,45.62017432835821
32,2048,64,512,69.13536
32,2048,64,1024,116.44616597014927
32,2048,64,2048,211.05213134328355
32,2048,64,4096,400.85903283582087
32,2048,64,8192,780.5370268656717
32,2048,64,16384,1541.0424358208954
32,2048,128,16,24.732809552238805
32,2048,128,32,30.834770149253732
32,2048,128,64,37.0935976119403
32,2048,128,128,49.22129194029851
32,2048,128,256,72.41993552238806
32,2048,128,512,118.28844895522388
32,2048,128,1024,210.48042985074625
32,2048,128,2048,401.58920597014924
32,2048,128,4096,770.3908298507462
32,2048,128,8192,1528.4970985074626
32,2048,128,16384,3020.710208955224
32,4096,0,0,19.08606376119403
32,4096,1,16,20.324890746268657
32,4096,1,32,20.879140298507462
32,4096,1,64,21.4376023880597
32,4096,1,128,22.80707820895522
32,4096,1,256,22.81770985074627
32,4096,1,512,23.14488358208955
32,4096,1,1024,23.46603940298507
32,4096,1,2048,25.86237134328358
32,4096,1,4096,29.268909850746265
32,4096,1,8192,34.77830686567164
32,4096,1,16384,46.76277492537313
32,4096,2,16,20.493994029850747
32,4096,2,32,20.79990447761194
32,4096,2,64,21.548933731343283
