pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
32,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.249,2
32,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.222,2
32,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.2335,2
32,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2635,2
32,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.2676,2
32,n<=32,sr<=40%,kvB<=4k,kp=0,0.2458,2
32,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.2968,2
32,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.284,2
32,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.2914,2
32,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2837,2
32,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.2829,2
32,n<=32,sr<=5%,kvB<=16k,kp=0,0.2857,2
32,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.2946,2
32,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.2898,2
32,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.3064,2
32,n<=32,sr<=5%,kvB<=1k,kp<=512,0.291,2
32,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.3163,2
32,n<=32,sr<=5%,kvB<=1k,kp=0,0.2725,2
32,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.3007,2
32,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.2877,2
32,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.2959,2
32,n<=32,sr<=5%,kvB<=4k,kp<=512,0.2946,2
32,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.317,2
32,n<=32,sr<=5%,kvB<=4k,kp=0,0.2987,2
32,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.2721,2
32,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.2878,2
32,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.2605,2
32,n<=32,sr<=70%,kvB<=16k,kp<=512,0.2867,2
32,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.261,2
32,n<=32,sr<=70%,kvB<=16k,kp=0,0.2656,2
32,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.2576,2
32,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.3089,2
32,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.2921,2
32,n<=32,sr<=70%,kvB<=1k,kp<=512,0.2584,2
32,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.2904,2
32,n<=32,sr<=70%,kvB<=1k,kp=0,0.2763,2
32,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2435,2
32,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.2713,2
32,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.2691,2
32,n<=32,sr<=70%,kvB<=4k,kp<=512,0.282,2
32,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.2877,2
32,n<=32,sr<=70%,kvB<=4k,kp=0,0.2705,2
32,n<=32,sr>70%,kvB<=16k,kp<=1k,0.8199,4
32,n<=32,sr>70%,kvB<=16k,kp<=2k,0.8483,4
32,n<=32,sr>70%,kvB<=16k,kp<=4k,0.8,4
32,n<=32,sr>70%,kvB<=16k,kp<=512,0.7897,4
32,n<=32,sr>70%,kvB<=16k,kp<=8k,0.7771,4
32,n<=32,sr>70%,kvB<=16k,kp=0,0.8367,4
32,n<=32,sr>70%,kvB<=1k,kp<=1k,0.7048,4
32,n<=32,sr>70%,kvB<=1k,kp<=2k,0.7553,4
32,n<=32,sr>70%,kvB<=1k,kp<=4k,0.7748,4
32,n<=32,sr>70%,kvB<=1k,kp<=512,0.7433,4
32,n<=32,sr>70%,kvB<=1k,kp<=8k,0.6514,4
32,n<=32,sr>70%,kvB<=1k,kp=0,0.7409,4
32,n<=32,sr>70%,kvB<=4k,kp<=1k,0.7953,4
32,n<=32,sr>70%,kvB<=4k,kp<=2k,0.7978,4
32,n<=32,sr>70%,kvB<=4k,kp<=4k,0.7798,4
32,n<=32,sr>70%,kvB<=4k,kp<=512,0.7987,4
32,n<=32,sr>70%,kvB<=4k,kp<=8k,0.7696,4
32,n<=32,sr>70%,kvB<=4k,kp=0,0.8059,4
32,n<=4,sr<=40%,kvB<=16k,kp<=1k,-0.004,2
32,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.0036,2
32,n<=4,sr<=40%,kvB<=16k,kp<=4k,-0.005,2
32,n<=4,sr<=40%,kvB<=16k,kp<=512,0.0007,2
32,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.0039,2
32,n<=4,sr<=40%,kvB<=16k,kp=0,0.0074,2
32,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.0566,2
32,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.0804,2
32,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.0602,2
32,n<=4,sr<=40%,kvB<=1k,kp<=512,0.0696,2
32,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.0549,2
32,n<=4,sr<=40%,kvB<=1k,kp=0,0.0849,2
32,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.008,2
32,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.01,2
32,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.0303,2
32,n<=4,sr<=40%,kvB<=4k,kp<=512,-0.0271,2
32,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0406,2
32,n<=4,sr<=40%,kvB<=4k,kp=0,0.0224,2
32,n<=4,sr<=70%,kvB<=16k,kp<=1k,-0.0558,2
32,n<=4,sr<=70%,kvB<=16k,kp<=2k,-0.0664,2
32,n<=4,sr<=70%,kvB<=16k,kp<=4k,-0.0601,2
32,n<=4,sr<=70%,kvB<=16k,kp<=512,-0.0331,2
32,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.0425,2
32,n<=4,sr<=70%,kvB<=16k,kp=0,-0.031,2
32,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.0545,2
32,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.075,2
32,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.0813,2
32,n<=4,sr<=70%,kvB<=1k,kp<=512,-0.0619,2
32,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.0196,2
32,n<=4,sr<=70%,kvB<=1k,kp=0,-0.0957,2
32,n<=4,sr<=70%,kvB<=4k,kp<=1k,-0.074,2
32,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.05,2
32,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.0531,2
32,n<=4,sr<=70%,kvB<=4k,kp<=512,-0.0707,2
32,n<=4,sr<=70%,kvB<=4k,kp<=8k,-0.0643,2
32,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0612,2
32,n<=4,sr>70%,kvB<=16k,kp<=1k,-0.0096,2
32,n<=4,sr>70%,kvB<=16k,kp<=2k,0.0197,2
32,n<=4,sr>70%,kvB<=16k,kp<=4k,0.008,2
32,n<=4,sr>70%,kvB<=16k,kp<=512,-0.0412,2
32,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.0242,2
32,n<=4,sr>70%,kvB<=16k,kp=0,0.0042,2
32,n<=4,sr>70%,kvB<=1k,kp<=1k,0.0406,2
32,n<=4,sr>70%,kvB<=1k,kp<=2k,0.2132,2
32,n<=4,sr>70%,kvB<=1k,kp<=4k,0.0223,2
32,n<=4,sr>70%,kvB<=1k,kp<=512,0.0883,2
32,n<=4,sr>70%,kvB<=1k,kp<=8k,0.003,2
32,n<=4,sr>70%,kvB<=1k,kp=0,0.0816,2
32,n<=4,sr>70%,kvB<=4k,kp<=1k,-0.0388,2
32,n<=4,sr>70%,kvB<=4k,kp<=2k,-0.0415,2
32,n<=4,sr>70%,kvB<=4k,kp<=4k,-0.0659,2
32,n<=4,sr>70%,kvB<=4k,kp<=512,-0.0911,2
32,n<=4,sr>70%,kvB<=4k,kp<=8k,-0.2469,2
32,n<=4,sr>70%,kvB<=4k,kp=0,-0.1103,2
32,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.1119,4
32,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.106,4
32,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.1034,4
32,n<=64,sr<=15%,kvB<=16k,kp<=512,0.1105,4
32,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.1098,4
32,n<=64,sr<=15%,kvB<=16k,kp=0,0.113,4
32,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1237,4
32,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.1182,4
32,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.1168,4
32,n<=64,sr<=15%,kvB<=1k,kp<=512,0.121,4
32,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.1156,4
32,n<=64,sr<=15%,kvB<=1k,kp=0,0.1271,4
32,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.1059,4
32,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.1095,4
32,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.1079,4
32,n<=64,sr<=15%,kvB<=4k,kp<=512,0.1053,4
32,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.1073,4
32,n<=64,sr<=15%,kvB<=4k,kp=0,0.1082,4
32,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.0762,2
32,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.0729,2
32,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.0777,2
32,n<=64,sr<=40%,kvB<=16k,kp<=512,0.0779,2
32,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.0716,2
32,n<=64,sr<=40%,kvB<=16k,kp=0,0.0782,2
32,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.0754,2
32,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.0926,2
32,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.0735,2
32,n<=64,sr<=40%,kvB<=1k,kp<=512,0.0909,2
32,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.0787,2
32,n<=64,sr<=40%,kvB<=1k,kp=0,0.0932,2
32,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0698,2
32,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0716,2
32,n<=64,sr<=40%,kvB<=4k,kp<=4k,0.0697,2
32,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0678,2
32,n<=64,sr<=40%,kvB<=4k,kp<=8k,0.0697,2
32,n<=64,sr<=40%,kvB<=4k,kp=0,0.0664,2
32,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.1306,6
32,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.1249,6
32,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.1248,6
32,n<=64,sr<=5%,kvB<=16k,kp<=512,0.125,6
32,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.1283,6
32,n<=64,sr<=5%,kvB<=16k,kp=0,0.1284,6
32,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.1307,6
32,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.1346,6
32,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.1368,6
32,n<=64,sr<=5%,kvB<=1k,kp<=512,0.1394,6
32,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.1345,6
32,n<=64,sr<=5%,kvB<=1k,kp=0,0.1425,6
32,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.1271,6
32,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.129,6
32,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.128,6
32,n<=64,sr<=5%,kvB<=4k,kp<=512,0.1332,6
32,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.1307,6
32,n<=64,sr<=5%,kvB<=4k,kp=0,0.1279,6
32,n<=64,sr<=70%,kvB<=16k,kp<=1k,0.1309,2
32,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.1161,2
32,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.1314,2
32,n<=64,sr<=70%,kvB<=16k,kp<=512,0.1249,2
32,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.1192,2
32,n<=64,sr<=70%,kvB<=16k,kp=0,0.1064,2
32,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.1161,2
32,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.1184,2
32,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0988,2
32,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0866,2
32,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.1146,2
32,n<=64,sr<=70%,kvB<=1k,kp=0,0.112,2
32,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.1139,2
32,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.1233,2
32,n<=64,sr<=70%,kvB<=4k,kp<=4k,0.1126,2
32,n<=64,sr<=70%,kvB<=4k,kp<=512,0.1071,2
32,n<=64,sr<=70%,kvB<=4k,kp<=8k,0.1161,2
32,n<=64,sr<=70%,kvB<=4k,kp=0,0.1209,2
32,n<=64,sr>70%,kvB<=16k,kp<=1k,0.0537,4
32,n<=64,sr>70%,kvB<=16k,kp<=2k,0.0698,4
32,n<=64,sr>70%,kvB<=16k,kp<=4k,0.0724,4
32,n<=64,sr>70%,kvB<=16k,kp<=512,0.0385,4
32,n<=64,sr>70%,kvB<=16k,kp<=8k,0.0467,4
32,n<=64,sr>70%,kvB<=16k,kp=0,0.0355,4
32,n<=64,sr>70%,kvB<=1k,kp<=1k,0.082,4
32,n<=64,sr>70%,kvB<=1k,kp<=2k,0.0784,4
32,n<=64,sr>70%,kvB<=1k,kp<=4k,0.0819,4
32,n<=64,sr>70%,kvB<=1k,kp<=512,0.0928,4
32,n<=64,sr>70%,kvB<=1k,kp<=8k,0.0965,4
32,n<=64,sr>70%,kvB<=1k,kp=0,0.0729,4
32,n<=64,sr>70%,kvB<=4k,kp<=1k,0.0693,4
32,n<=64,sr>70%,kvB<=4k,kp<=2k,0.0561,4
32,n<=64,sr>70%,kvB<=4k,kp<=4k,0.0503,4
32,n<=64,sr>70%,kvB<=4k,kp<=512,0.0523,4
32,n<=64,sr>70%,kvB<=4k,kp<=8k,0.0803,4
32,n<=64,sr>70%,kvB<=4k,kp=0,0.0829,4
32,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.1368,2
32,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.1316,2
32,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.1364,2
32,n<=8,sr<=15%,kvB<=16k,kp<=512,0.1347,2
32,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.1292,2
32,n<=8,sr<=15%,kvB<=16k,kp=0,0.1419,2
32,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0599,2
32,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0551,2
32,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0616,2
32,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0514,2
32,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0684,2
32,n<=8,sr<=15%,kvB<=1k,kp=0,0.0983,2
32,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1127,2
32,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1257,2
32,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.1154,2
32,n<=8,sr<=15%,kvB<=4k,kp<=512,0.1257,2
32,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.1133,2
32,n<=8,sr<=15%,kvB<=4k,kp=0,0.1285,2
32,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.0278,4
32,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.0288,4
32,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.0241,4
32,n<=8,sr<=40%,kvB<=16k,kp<=512,0.0306,4
32,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0191,4
32,n<=8,sr<=40%,kvB<=16k,kp=0,0.0277,4
32,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0011,4
32,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0255,4
32,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0054,4
32,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0042,4
32,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.0083,4
32,n<=8,sr<=40%,kvB<=1k,kp=0,0.0068,4
32,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.0157,4
32,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0219,4
32,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0226,4
32,n<=8,sr<=40%,kvB<=4k,kp<=512,0.009,4
32,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.0256,4
32,n<=8,sr<=40%,kvB<=4k,kp=0,0.0196,4
32,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.064,2
32,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.0637,2
32,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.0707,2
32,n<=8,sr<=70%,kvB<=16k,kp<=512,0.0594,2
32,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0522,2
32,n<=8,sr<=70%,kvB<=16k,kp=0,0.0558,2
32,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.0326,2
32,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0073,2
32,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0405,2
32,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.0295,2
32,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0118,2
32,n<=8,sr<=70%,kvB<=1k,kp=0,-0.054,2
32,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.0245,2
32,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0263,2
32,n<=8,sr<=70%,kvB<=4k,kp<=4k,0.0497,2
32,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0306,2
32,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0366,2
32,n<=8,sr<=70%,kvB<=4k,kp=0,0.0396,2
32,n<=8,sr>70%,kvB<=16k,kp<=1k,0.6311,4
32,n<=8,sr>70%,kvB<=16k,kp<=2k,0.64,4
32,n<=8,sr>70%,kvB<=16k,kp<=4k,0.6123,4
32,n<=8,sr>70%,kvB<=16k,kp<=512,0.5634,4
32,n<=8,sr>70%,kvB<=16k,kp<=8k,0.5669,4
32,n<=8,sr>70%,kvB<=16k,kp=0,0.6024,4
32,n<=8,sr>70%,kvB<=1k,kp<=1k,0.4065,4
32,n<=8,sr>70%,kvB<=1k,kp<=2k,0.3649,4
32,n<=8,sr>70%,kvB<=1k,kp<=4k,0.4865,4
32,n<=8,sr>70%,kvB<=1k,kp<=512,0.3814,4
32,n<=8,sr>70%,kvB<=1k,kp<=8k,0.3277,4
32,n<=8,sr>70%,kvB<=1k,kp=0,0.4662,4
32,n<=8,sr>70%,kvB<=4k,kp<=1k,0.5951,4
32,n<=8,sr>70%,kvB<=4k,kp<=2k,0.5571,4
32,n<=8,sr>70%,kvB<=4k,kp<=4k,0.5774,4
32,n<=8,sr>70%,kvB<=4k,kp<=512,0.4948,4
32,n<=8,sr>70%,kvB<=4k,kp<=8k,0.515,4
32,n<=8,sr>70%,kvB<=4k,kp=0,0.5193,4
64,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0385,4
64,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0389,4
64,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0384,4
64,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0379,4
64,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0367,4
64,n<=128,sr<=15%,kvB<=16k,kp=0,0.0372,4
64,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0419,4
64,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0417,4
64,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.039,4
64,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0395,4
64,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0387,4
64,n<=128,sr<=15%,kvB<=1k,kp=0,0.0369,4
64,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0325,4
64,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.035,4
64,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0337,4
64,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0375,4
64,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0315,4
64,n<=128,sr<=15%,kvB<=4k,kp=0,0.0332,4
64,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0154,2
64,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0137,2
64,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.018,2
64,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0122,2
64,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0163,2
64,n<=128,sr<=40%,kvB<=16k,kp=0,0.0179,2
64,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0098,2
64,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0078,2
64,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0043,2
64,n<=128,sr<=40%,kvB<=1k,kp<=512,0.015,2
64,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0089,2
64,n<=128,sr<=40%,kvB<=1k,kp=0,0.0075,2
64,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0153,2
64,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0155,2
64,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0123,2
64,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0111,2
64,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0133,2
64,n<=128,sr<=40%,kvB<=4k,kp=0,0.0174,2
64,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0405,8
64,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0415,8
64,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0393,8
64,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0418,8
64,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0398,8
64,n<=128,sr<=5%,kvB<=16k,kp=0,0.041,8
64,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0491,8
64,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0511,8
64,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0509,8
64,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0513,8
64,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0525,8
64,n<=128,sr<=5%,kvB<=1k,kp=0,0.0508,8
64,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0405,8
64,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0438,8
64,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0427,8
64,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0425,8
64,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0412,8
64,n<=128,sr<=5%,kvB<=4k,kp=0,0.0424,8
64,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0292,2
64,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0289,2
64,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.0283,2
64,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0294,2
64,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0274,2
64,n<=128,sr<=70%,kvB<=16k,kp=0,-0.026,2
64,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0523,2
64,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.0538,2
64,n<=128,sr<=70%,kvB<=1k,kp<=4k,-0.0616,2
64,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0567,2
64,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.0555,2
64,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0428,2
64,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0406,2
64,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0318,2
64,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0319,2
64,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0422,2
64,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0261,2
64,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0358,2
64,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.077,4
64,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.0693,4
64,n<=128,sr>70%,kvB<=16k,kp<=4k,-0.0742,4
64,n<=128,sr>70%,kvB<=16k,kp<=512,-0.0775,4
64,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.0843,4
64,n<=128,sr>70%,kvB<=16k,kp=0,-0.0827,4
64,n<=128,sr>70%,kvB<=1k,kp<=1k,-0.1295,4
64,n<=128,sr>70%,kvB<=1k,kp<=2k,-0.1302,4
64,n<=128,sr>70%,kvB<=1k,kp<=4k,-0.1331,4
64,n<=128,sr>70%,kvB<=1k,kp<=512,-0.1191,4
64,n<=128,sr>70%,kvB<=1k,kp<=8k,-0.108,4
64,n<=128,sr>70%,kvB<=1k,kp=0,-0.0966,4
64,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.0836,4
64,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0759,4
64,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.0706,4
64,n<=128,sr>70%,kvB<=4k,kp<=512,-0.0694,4
64,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0837,4
64,n<=128,sr>70%,kvB<=4k,kp=0,-0.1019,4
64,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.151,4
64,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.152,4
64,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1542,4
64,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1504,4
64,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.153,4
64,n<=16,sr<=15%,kvB<=16k,kp=0,0.1514,4
64,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.2136,4
64,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.2168,4
64,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.1994,4
64,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1973,4
64,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.2029,4
64,n<=16,sr<=15%,kvB<=1k,kp=0,0.1972,4
64,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1553,4
64,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.1572,4
64,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.1557,4
64,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1546,4
64,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.1611,4
64,n<=16,sr<=15%,kvB<=4k,kp=0,0.1497,4
64,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.5439,4
64,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.5445,4
64,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.5407,4
64,n<=16,sr<=40%,kvB<=16k,kp<=512,0.5405,4
64,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.5429,4
64,n<=16,sr<=40%,kvB<=16k,kp=0,0.5404,4
64,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.5049,4
64,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.5057,4
64,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.5173,4
64,n<=16,sr<=40%,kvB<=1k,kp<=512,0.5101,4
