instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,4,meta-llama/Llama-3.1-8B,91,107,0,480786419,480786419,1,136499218,22952480,"[10124387, 10124387, 10124387, 10124387, 21405917, 21405917, 21405917, 21405917, 21405917, 21405917, 21405917, 26877916, 26877916, 50096201, 50096201]"
1,3,meta-llama/Llama-3.1-8B,91,107,0,706651586,706651586,1,175494676,35410460,"[22908007, 21405917, 21405917, 21405917, 21405917, 21405917, 21405917, 26877916, 26877916, 50096201, 50096201, 47809868, 51148849, 63453225, 63453225]"
0,8,meta-llama/Llama-3.1-8B,242,256,0,1138333263,1138333263,136499218,326009337,62486455,"[27706764, 26877916, 50096201, 50096201, 47809868, 51148849, 63453225, 63453225, 66642428, 75692109, 90080336, 94857300, 104409504]"
1,15,meta-llama/Llama-3.1-8B,120,132,0,1138333263,1138333263,175494676,367877898,70041396,"[62812320, 50096201, 47809868, 51148849, 63453225, 63453225, 66642428, 75692109, 90080336, 94857300, 104409504]"
1,25,meta-llama/Llama-3.1-8B,91,107,0,1582262265,1582262265,175494676,367877898,80958957,"[62812320, 50096201, 47809868, 51148849, 63453225, 63453225, 66642428, 75692109, 90080336, 94857300, 104409504, 99691278, 110787239, 113417859, 120032626]"
1,39,meta-llama/Llama-3.1-8B,91,107,0,2062956734,2062956734,367877898,535615609,101822741,"[107582752, 63453225, 66642428, 75692109, 90080336, 94857300, 104409504, 99691278, 110787239, 113417859, 120032626, 119726498, 119919041, 120362442, 120686488]"
1,51,meta-llama/Llama-3.1-8B,91,107,0,2425766579,2425766579,535615609,729009209,113117158,"[119976914, 90080336, 94857300, 104409504, 99691278, 110787239, 113417859, 120032626, 119726498, 119919041, 120362442, 120686488, 120686488, 121022569, 121100788]"
0,0,meta-llama/Llama-3.1-8B,374,418,0,3404318556,3404318556,1,136499218,75995798,"[10124387, 10124387, 10124387, 10124387, 21405917, 21405917, 21405917, 21405917, 21405917, 21405917, 21405917, 26877916, 26877916, 50096201, 50096201, 47809868, 51148849, 63453225, 63453225, 66642428, 75692109, 90080336, 94857300, 104409504, 99691278, 110787239, 113417859, 120032626, 119726498, 119919041, 120362442, 120686488, 120686488, 121022569, 121100788, 121258087, 121375801, 121513388, 121652786, 121742392, 123669841, 123669841, 123669841]"
0,62,meta-llama/Llama-3.1-8B,320,338,0,3775056804,3775056804,1536600974,1690770249,122605091,"[131137555, 120362442, 120686488, 120686488, 121022569, 121100788, 121258087, 121375801, 121513388, 121652786, 121742392, 123669841, 123669841, 123669841, 123579416, 123579416, 123579416]"
1,97,meta-llama/Llama-3.1-8B,243,257,0,3775056804,3775056804,1919504587,2112445555,127893173,"[192220236, 121100788, 121258087, 121375801, 121513388, 121652786, 121742392, 123669841, 123669841, 123669841, 123579416, 123579416, 123579416]"
